CD4_Naive_1800-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b1	phs001703v3p1	1	1	/mnt/BioAdHoc/Groups/vd-vijay/sourya/Projects/2018_HiChIP_FiveImmuneCell_Vivek/Data_Submission/HiChIP/CD4_Naive/Donor_Specific_Fastq/S1/Donor1_Rep1_R1.fastq.gz	/mnt/BioAdHoc/Groups/vd-vijay/sourya/Projects/2018_HiChIP_FiveImmuneCell_Vivek/Data_Submission/HiChIP/CD4_Naive/Donor_Specific_Fastq/S1/Donor1_Rep1_R2.fastq.gz						
CD4_Naive_1814-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b1	phs001703v3p1	1	1	/mnt/BioAdHoc/Groups/vd-vijay/sourya/Projects/2018_HiChIP_FiveImmuneCell_Vivek/Data_Submission/HiChIP/CD4_Naive/Donor_Specific_Fastq/S1/Donor2_Rep1_R1.fastq.gz	/mnt/BioAdHoc/Groups/vd-vijay/sourya/Projects/2018_HiChIP_FiveImmuneCell_Vivek/Data_Submission/HiChIP/CD4_Naive/Donor_Specific_Fastq/S1/Donor2_Rep1_R2.fastq.gz						
CD4_Naive_1815-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b1	phs001703v3p1	1	1	/mnt/BioAdHoc/Groups/vd-vijay/sourya/Projects/2018_HiChIP_FiveImmuneCell_Vivek/Data_Submission/HiChIP/CD4_Naive/Donor_Specific_Fastq/S1/Donor3_Rep1_T1_R1.fastq.gz	/mnt/BioAdHoc/Groups/vd-vijay/sourya/Projects/2018_HiChIP_FiveImmuneCell_Vivek/Data_Submission/HiChIP/CD4_Naive/Donor_Specific_Fastq/S1/Donor3_Rep1_T2_R2.fastq.gz	/mnt/BioAdHoc/Groups/vd-vijay/sourya/Projects/2018_HiChIP_FiveImmuneCell_Vivek/Data_Submission/HiChIP/CD4_Naive/Donor_Specific_Fastq/S1/Donor3_Rep1_T2_R1.fastq.gz	/mnt/BioAdHoc/Groups/vd-vijay/sourya/Projects/2018_HiChIP_FiveImmuneCell_Vivek/Data_Submission/HiChIP/CD4_Naive/Donor_Specific_Fastq/S1/Donor3_Rep1_T1_R2.fastq.gz				
CD4_Naive_1815-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b1	phs001703v3p1	1	2	/mnt/BioAdHoc/Groups/vd-vijay/sourya/Projects/2018_HiChIP_FiveImmuneCell_Vivek/Data_Submission/HiChIP/CD4_Naive/Donor_Specific_Fastq/S1/Donor3_Rep1_T1_R1.fastq.gz	/mnt/BioAdHoc/Groups/vd-vijay/sourya/Projects/2018_HiChIP_FiveImmuneCell_Vivek/Data_Submission/HiChIP/CD4_Naive/Donor_Specific_Fastq/S1/Donor3_Rep1_T2_R2.fastq.gz	/mnt/BioAdHoc/Groups/vd-vijay/sourya/Projects/2018_HiChIP_FiveImmuneCell_Vivek/Data_Submission/HiChIP/CD4_Naive/Donor_Specific_Fastq/S1/Donor3_Rep1_T2_R1.fastq.gz	/mnt/BioAdHoc/Groups/vd-vijay/sourya/Projects/2018_HiChIP_FiveImmuneCell_Vivek/Data_Submission/HiChIP/CD4_Naive/Donor_Specific_Fastq/S1/Donor3_Rep1_T1_R2.fastq.gz				
CD4_Naive_1816-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b1	phs001703v3p1	1	1	/mnt/BioAdHoc/Groups/vd-vijay/sourya/Projects/2018_HiChIP_FiveImmuneCell_Vivek/Data_Submission/HiChIP/CD4_Naive/Donor_Specific_Fastq/S1/Donor4_Rep1_R1.fastq.gz	/mnt/BioAdHoc/Groups/vd-vijay/sourya/Projects/2018_HiChIP_FiveImmuneCell_Vivek/Data_Submission/HiChIP/CD4_Naive/Donor_Specific_Fastq/S1/Donor4_Rep1_R2.fastq.gz						
CD4_Naive_1829-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b1	phs001703v3p1	1	1	/mnt/BioAdHoc/Groups/vd-vijay/sourya/Projects/2018_HiChIP_FiveImmuneCell_Vivek/Data_Submission/HiChIP/CD4_Naive/Donor_Specific_Fastq/S1/Donor5_Rep1_T1_R2.fastq.gz	/mnt/BioAdHoc/Groups/vd-vijay/sourya/Projects/2018_HiChIP_FiveImmuneCell_Vivek/Data_Submission/HiChIP/CD4_Naive/Donor_Specific_Fastq/S1/Donor5_Rep1_T2_R1.fastq.gz	/mnt/BioAdHoc/Groups/vd-vijay/sourya/Projects/2018_HiChIP_FiveImmuneCell_Vivek/Data_Submission/HiChIP/CD4_Naive/Donor_Specific_Fastq/S1/Donor5_Rep1_T2_R2.fastq.gz	/mnt/BioAdHoc/Groups/vd-vijay/sourya/Projects/2018_HiChIP_FiveImmuneCell_Vivek/Data_Submission/HiChIP/CD4_Naive/Donor_Specific_Fastq/S1/Donor5_Rep1_T1_R1.fastq.gz				
CD4_Naive_1829-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b1	phs001703v3p1	1	2	/mnt/BioAdHoc/Groups/vd-vijay/sourya/Projects/2018_HiChIP_FiveImmuneCell_Vivek/Data_Submission/HiChIP/CD4_Naive/Donor_Specific_Fastq/S1/Donor5_Rep1_T1_R2.fastq.gz	/mnt/BioAdHoc/Groups/vd-vijay/sourya/Projects/2018_HiChIP_FiveImmuneCell_Vivek/Data_Submission/HiChIP/CD4_Naive/Donor_Specific_Fastq/S1/Donor5_Rep1_T2_R1.fastq.gz	/mnt/BioAdHoc/Groups/vd-vijay/sourya/Projects/2018_HiChIP_FiveImmuneCell_Vivek/Data_Submission/HiChIP/CD4_Naive/Donor_Specific_Fastq/S1/Donor5_Rep1_T2_R2.fastq.gz	/mnt/BioAdHoc/Groups/vd-vijay/sourya/Projects/2018_HiChIP_FiveImmuneCell_Vivek/Data_Submission/HiChIP/CD4_Naive/Donor_Specific_Fastq/S1/Donor5_Rep1_T1_R1.fastq.gz				
CD4_Naive_1831-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b1	phs001703v3p1	1	1	/mnt/BioAdHoc/Groups/vd-vijay/sourya/Projects/2018_HiChIP_FiveImmuneCell_Vivek/Data_Submission/HiChIP/CD4_Naive/Donor_Specific_Fastq/S1/Donor6_Rep1_T1_R2.fastq.gz	/mnt/BioAdHoc/Groups/vd-vijay/sourya/Projects/2018_HiChIP_FiveImmuneCell_Vivek/Data_Submission/HiChIP/CD4_Naive/Donor_Specific_Fastq/S1/Donor6_Rep1_T2_R1.fastq.gz	/mnt/BioAdHoc/Groups/vd-vijay/sourya/Projects/2018_HiChIP_FiveImmuneCell_Vivek/Data_Submission/HiChIP/CD4_Naive/Donor_Specific_Fastq/S1/Donor6_Rep1_T2_R2.fastq.gz	/mnt/BioAdHoc/Groups/vd-vijay/sourya/Projects/2018_HiChIP_FiveImmuneCell_Vivek/Data_Submission/HiChIP/CD4_Naive/Donor_Specific_Fastq/S1/Donor6_Rep1_T1_R1.fastq.gz				
CD4_Naive_1831-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b1	phs001703v3p1	1	2	/mnt/BioAdHoc/Groups/vd-vijay/sourya/Projects/2018_HiChIP_FiveImmuneCell_Vivek/Data_Submission/HiChIP/CD4_Naive/Donor_Specific_Fastq/S1/Donor6_Rep1_T1_R2.fastq.gz	/mnt/BioAdHoc/Groups/vd-vijay/sourya/Projects/2018_HiChIP_FiveImmuneCell_Vivek/Data_Submission/HiChIP/CD4_Naive/Donor_Specific_Fastq/S1/Donor6_Rep1_T2_R1.fastq.gz	/mnt/BioAdHoc/Groups/vd-vijay/sourya/Projects/2018_HiChIP_FiveImmuneCell_Vivek/Data_Submission/HiChIP/CD4_Naive/Donor_Specific_Fastq/S1/Donor6_Rep1_T2_R2.fastq.gz	/mnt/BioAdHoc/Groups/vd-vijay/sourya/Projects/2018_HiChIP_FiveImmuneCell_Vivek/Data_Submission/HiChIP/CD4_Naive/Donor_Specific_Fastq/S1/Donor6_Rep1_T1_R1.fastq.gz				
CD4_Naive_1800-RH-1.phs001703v3p1.Homo_Sapiens.H3K27ac.b2	phs001703v3p1	2	1	/mnt/BioAdHoc/Groups/vd-vijay/sourya/Projects/2018_HiChIP_FiveImmuneCell_Vivek/Data_Submission/HiChIP/CD4_Naive/Donor_Specific_Fastq/S2/Donor1_Rep2_R1.fastq.gz	/mnt/BioAdHoc/Groups/vd-vijay/sourya/Projects/2018_HiChIP_FiveImmuneCell_Vivek/Data_Submission/HiChIP/CD4_Naive/Donor_Specific_Fastq/S2/Donor1_Rep2_R2.fastq.gz						
